,Kemeny_Change_PCT
"Australia-Agriculture, Hunting, Forestry and Fishing",0.135088020925
Australia-Mining and Quarrying,0.164742866465
"Australia-Food, Beverages and Tobacco",0.116441340931
Australia-Textiles and Textile Products,0.118701564832
"Australia-Leather, Leather and Footwear",0.115472296039
Australia-Wood and Products of Wood and Cork,0.114376589737
"Australia-Pulp, Paper, Paper , Printing and Publishing",0.114620953553
"Australia-Coke, Refined Petroleum and Nuclear Fuel",0.123103005872
Australia-Chemicals and Chemical Products,0.12146517413
Australia-Rubber and Plastics,0.115754990378
Australia-Other Non-Metallic Mineral,0.113288305836
Australia-Basic Metals and Fabricated Metal,0.135815544977
"Australia-Machinery, Nec",0.11900840602
Australia-Electrical and Optical Equipment,0.118395270711
Australia-Transport Equipment,0.120995603681
"Australia-Manufacturing, Nec; Recycling",0.114985683874
"Australia-Electricity, Gas and Water Supply",0.103915355165
Australia-Construction,0.0707416069871
"Australia-Sale, Maintenance and Repair of Motor Vehicles and Motorcycles; Retail Sale of Fuel",0.111549442881
"Australia-Wholesale Trade and Commission Trade, Except of Motor Vehicles and Motorcycles",0.0830951889751
"Australia-Retail Trade, Except of Motor Vehicles and Motorcycles; Repair of Household Goods",0.0912869382095
Australia-Hotels and Restaurants,0.11519814511
Australia-Inland Transport,0.106052543259
Australia-Water Transport,0.114492061631
Australia-Air Transport,0.123003987516
Australia-Other Supporting and Auxiliary Transport Activities; Activities of Travel Agencies,0.111237876495
Australia-Post and Telecommunications,0.107437816853
Australia-Financial Intermediation,0.0820665250853
Australia-Real Estate Activities,0.0491541782571
Australia-Renting of M&Eq and Other Business Activities,0.087186821902
Australia-Public Admin and Defence; Compulsory Social Security,0.0900102614024
Australia-Education,0.104187136416
Australia-Health and Social Work,0.0855623327498
"Australia-Other Community, Social and Personal Services",0.097008036001
Australia-Private Households with Employed Persons,0.114282545744
"Austria-Agriculture, Hunting, Forestry and Fishing",0.114297122691
Austria-Mining and Quarrying,0.114079377959
"Austria-Food, Beverages and Tobacco",0.116979625061
Austria-Textiles and Textile Products,0.123130381864
"Austria-Leather, Leather and Footwear",0.117494492192
Austria-Wood and Products of Wood and Cork,0.119227553319
"Austria-Pulp, Paper, Paper , Printing and Publishing",0.128278723091
"Austria-Coke, Refined Petroleum and Nuclear Fuel",0.124003252371
Austria-Chemicals and Chemical Products,0.13227028908
Austria-Rubber and Plastics,0.12199288053
Austria-Other Non-Metallic Mineral,0.117528972068
Austria-Basic Metals and Fabricated Metal,0.131994309878
"Austria-Machinery, Nec",0.140599727865
Austria-Electrical and Optical Equipment,0.144290743131
Austria-Transport Equipment,0.133150038246
"Austria-Manufacturing, Nec; Recycling",0.119567975802
"Austria-Electricity, Gas and Water Supply",0.116530843593
Austria-Construction,0.109564606191
"Austria-Sale, Maintenance and Repair of Motor Vehicles and Motorcycles; Retail Sale of Fuel",0.111459430269
"Austria-Wholesale Trade and Commission Trade, Except of Motor Vehicles and Motorcycles",0.107901951236
"Austria-Retail Trade, Except of Motor Vehicles and Motorcycles; Repair of Household Goods",0.103215922803
Austria-Hotels and Restaurants,0.0977835310585
Austria-Inland Transport,0.117104817287
Austria-Water Transport,0.11438236098
Austria-Air Transport,0.114343495898
Austria-Other Supporting and Auxiliary Transport Activities; Activities of Travel Agencies,0.116736277993
Austria-Post and Telecommunications,0.116342218037
Austria-Financial Intermediation,0.116506223456
Austria-Real Estate Activities,0.0850444927184
Austria-Renting of M&Eq and Other Business Activities,0.127418743036
Austria-Public Admin and Defence; Compulsory Social Security,0.0923615670395
Austria-Education,0.095885750011
Austria-Health and Social Work,0.0978723080514
"Austria-Other Community, Social and Personal Services",0.105935900419
Austria-Private Households with Employed Persons,0.114181049929
"Belgium-Agriculture, Hunting, Forestry and Fishing",0.11774686929
Belgium-Mining and Quarrying,0.121955070247
"Belgium-Food, Beverages and Tobacco",0.147506166711
Belgium-Textiles and Textile Products,0.135317381146
"Belgium-Leather, Leather and Footwear",0.115070170689
Belgium-Wood and Products of Wood and Cork,0.11781687
"Belgium-Pulp, Paper, Paper , Printing and Publishing",0.125582891153
"Belgium-Coke, Refined Petroleum and Nuclear Fuel",0.139078925282
Belgium-Chemicals and Chemical Products,0.179878074068
Belgium-Rubber and Plastics,0.125202090952
Belgium-Other Non-Metallic Mineral,0.128033282916
Belgium-Basic Metals and Fabricated Metal,0.142175354613
"Belgium-Machinery, Nec",0.13779461623
Belgium-Electrical and Optical Equipment,0.143975544671
Belgium-Transport Equipment,0.166190494485
"Belgium-Manufacturing, Nec; Recycling",0.129000643854
"Belgium-Electricity, Gas and Water Supply",0.115895927947
Belgium-Construction,0.111494505524
"Belgium-Sale, Maintenance and Repair of Motor Vehicles and Motorcycles; Retail Sale of Fuel",0.11276257429
"Belgium-Wholesale Trade and Commission Trade, Except of Motor Vehicles and Motorcycles",0.131066606392
"Belgium-Retail Trade, Except of Motor Vehicles and Motorcycles; Repair of Household Goods",0.108434866974
Belgium-Hotels and Restaurants,0.116560967468
