,Kemeny_Change_PCT
"Australia-Agriculture, Hunting, Forestry and Fishing",0.0265166716262
Australia-Mining and Quarrying,0.0790500122618
"Australia-Food, Beverages and Tobacco",0.0194468754143
Australia-Textiles and Textile Products,0.0212792289094
"Australia-Leather, Leather and Footwear",0.0206563680419
Australia-Wood and Products of Wood and Cork,0.0197456544051
"Australia-Pulp, Paper, Paper , Printing and Publishing",0.0171038941228
"Australia-Coke, Refined Petroleum and Nuclear Fuel",0.0259760257267
Australia-Chemicals and Chemical Products,0.0264322199745
Australia-Rubber and Plastics,0.0216104458462
Australia-Other Non-Metallic Mineral,0.0195181827337
Australia-Basic Metals and Fabricated Metal,0.0575767775544
"Australia-Machinery, Nec",0.0286479652867
Australia-Electrical and Optical Equipment,0.0241976591336
Australia-Transport Equipment,0.0245287634499
"Australia-Manufacturing, Nec; Recycling",0.0223628043478
"Australia-Electricity, Gas and Water Supply",0.00852337225713
Australia-Construction,-0.0425539896707
"Australia-Sale, Maintenance and Repair of Motor Vehicles and Motorcycles; Retail Sale of Fuel",0.017631647013
"Australia-Wholesale Trade and Commission Trade, Except of Motor Vehicles and Motorcycles",-0.0146301698048
"Australia-Retail Trade, Except of Motor Vehicles and Motorcycles; Repair of Household Goods",-0.00244732635827
Australia-Hotels and Restaurants,0.0163590023766
Australia-Inland Transport,0.0144949657819
Australia-Water Transport,0.0208758505039
Australia-Air Transport,0.0326201605483
Australia-Other Supporting and Auxiliary Transport Activities; Activities of Travel Agencies,0.0167465285285
Australia-Post and Telecommunications,0.0143691266581
Australia-Financial Intermediation,-0.0241740619183
Australia-Real Estate Activities,-0.0527991590099
Australia-Renting of M&Eq and Other Business Activities,-0.00984575223476
Australia-Public Admin and Defence; Compulsory Social Security,-0.00476642586566
Australia-Education,0.00601634737139
Australia-Health and Social Work,-0.0140886708611
"Australia-Other Community, Social and Personal Services",0.00394678856293
Australia-Private Households with Employed Persons,0.0203240622235
"Austria-Agriculture, Hunting, Forestry and Fishing",0.0218255143821
Austria-Mining and Quarrying,0.0228141316539
"Austria-Food, Beverages and Tobacco",0.0320144637732
Austria-Textiles and Textile Products,0.0265121825294
"Austria-Leather, Leather and Footwear",0.0222923165916
Austria-Wood and Products of Wood and Cork,0.0268704788516
"Austria-Pulp, Paper, Paper , Printing and Publishing",0.0304886434977
"Austria-Coke, Refined Petroleum and Nuclear Fuel",0.0345256292302
Austria-Chemicals and Chemical Products,0.041986913438
Austria-Rubber and Plastics,0.0264394988751
Austria-Other Non-Metallic Mineral,0.0238193193032
Austria-Basic Metals and Fabricated Metal,0.0428498054186
"Austria-Machinery, Nec",0.049685565753
Austria-Electrical and Optical Equipment,0.0419042493994
Austria-Transport Equipment,0.0356039229431
"Austria-Manufacturing, Nec; Recycling",0.0279944664139
"Austria-Electricity, Gas and Water Supply",0.0255868253581
Austria-Construction,0.0131964099583
"Austria-Sale, Maintenance and Repair of Motor Vehicles and Motorcycles; Retail Sale of Fuel",0.0185095582693
"Austria-Wholesale Trade and Commission Trade, Except of Motor Vehicles and Motorcycles",0.0141043488738
"Austria-Retail Trade, Except of Motor Vehicles and Motorcycles; Repair of Household Goods",0.00851477699146
Austria-Hotels and Restaurants,0.0120771753053
Austria-Inland Transport,0.0265641222738
Austria-Water Transport,0.0206163979488
Austria-Air Transport,0.0240438316395
Austria-Other Supporting and Auxiliary Transport Activities; Activities of Travel Agencies,0.0225651365213
Austria-Post and Telecommunications,0.0234090986367
Austria-Financial Intermediation,0.0240872515115
Austria-Real Estate Activities,-0.0137609143516
Austria-Renting of M&Eq and Other Business Activities,0.0298894211157
Austria-Public Admin and Defence; Compulsory Social Security,-0.00143122183783
Austria-Education,0.000880695200161
Austria-Health and Social Work,0.00160630576672
"Austria-Other Community, Social and Personal Services",0.010109796843
Austria-Private Households with Employed Persons,0.0202237031334
"Belgium-Agriculture, Hunting, Forestry and Fishing",0.0279029983635
Belgium-Mining and Quarrying,0.0231635776697
"Belgium-Food, Beverages and Tobacco",0.0636952444413
Belgium-Textiles and Textile Products,0.034170473454
"Belgium-Leather, Leather and Footwear",0.0211329084437
Belgium-Wood and Products of Wood and Cork,0.0239503916098
"Belgium-Pulp, Paper, Paper , Printing and Publishing",0.0282116438814
"Belgium-Coke, Refined Petroleum and Nuclear Fuel",0.0523417682137
Belgium-Chemicals and Chemical Products,0.0841941953234
Belgium-Rubber and Plastics,0.0305635834612
Belgium-Other Non-Metallic Mineral,0.0320447973152
Belgium-Basic Metals and Fabricated Metal,0.0487667515306
"Belgium-Machinery, Nec",0.0406652650254
Belgium-Electrical and Optical Equipment,0.0380693549083
Belgium-Transport Equipment,0.0581153541224
"Belgium-Manufacturing, Nec; Recycling",0.02960880596
"Belgium-Electricity, Gas and Water Supply",0.0356331356018
Belgium-Construction,0.0174490093064
"Belgium-Sale, Maintenance and Repair of Motor Vehicles and Motorcycles; Retail Sale of Fuel",0.0208417690773
"Belgium-Wholesale Trade and Commission Trade, Except of Motor Vehicles and Motorcycles",0.0278709114576
"Belgium-Retail Trade, Except of Motor Vehicles and Motorcycles; Repair of Household Goods",0.0162704500567
Belgium-Hotels and Restaurants,0.0235823753527
Belgium-Inland Transport,0.0266794292631
Belgium-Water Transport,0.0241864143145
Belgium-Air Transport,0.0235473773754
Belgium-Other Supporting and Auxiliary Transport Activities; Activities of Travel Agencies,0.044961792751
Belgium-Post and Telecommunications,0.029314081112
Belgium-Financial Intermediation,0.0157312421881
Belgium-Real Estate Activities,-0.00611838839435
Belgium-Renting of M&Eq and Other Business Activities,0.0538980153717
Belgium-Public Admin and Defence; Compulsory Social Security,5.46894684223e-05
Belgium-Education,0.00299186385041
Belgium-Health and Social Work,-0.00054285449594
"Belgium-Other Community, Social and Personal Services",0.021688516814
Belgium-Private Households with Employed Persons,0.0198570563588
"Bulgaria-Agriculture, Hunting, Forestry and Fishing",0.0211466469112
Bulgaria-Mining and Quarrying,0.018516101727
"Bulgaria-Food, Beverages and Tobacco",0.0179551819146
Bulgaria-Textiles and Textile Products,0.0204751556016
"Bulgaria-Leather, Leather and Footwear",0.0204261045944
