,Kemeny_Change_PCT
"Australia-Agriculture, Hunting, Forestry and Fishing",0.000209749552953
Australia-Mining and Quarrying,0.0694315411411
"Australia-Food, Beverages and Tobacco",-0.00373857730572
Australia-Textiles and Textile Products,-0.000124937088124
"Australia-Leather, Leather and Footwear",-0.00072428134753
Australia-Wood and Products of Wood and Cork,-0.00146821925782
"Australia-Pulp, Paper, Paper , Printing and Publishing",-0.00382101825908
"Australia-Coke, Refined Petroleum and Nuclear Fuel",0.00544628973788
Australia-Chemicals and Chemical Products,0.00455416689923
Australia-Rubber and Plastics,0.000243663038219
Australia-Other Non-Metallic Mineral,-0.001560888011
Australia-Basic Metals and Fabricated Metal,0.0329259165973
"Australia-Machinery, Nec",0.00645877113965
Australia-Electrical and Optical Equipment,0.00243103727317
Australia-Transport Equipment,0.00477287043634
"Australia-Manufacturing, Nec; Recycling",0.000936226408731
"Australia-Electricity, Gas and Water Supply",-0.0128178615058
Australia-Construction,-0.063051705556
"Australia-Sale, Maintenance and Repair of Motor Vehicles and Motorcycles; Retail Sale of Fuel",-0.00405041576085
"Australia-Wholesale Trade and Commission Trade, Except of Motor Vehicles and Motorcycles",-0.0347399166214
"Australia-Retail Trade, Except of Motor Vehicles and Motorcycles; Repair of Household Goods",-0.0223107487213
Australia-Hotels and Restaurants,-0.00773204201563
Australia-Inland Transport,-0.00553705518165
Australia-Water Transport,0.000160722302432
Australia-Air Transport,0.0119900822632
Australia-Other Supporting and Auxiliary Transport Activities; Activities of Travel Agencies,-0.00459559230173
Australia-Post and Telecommunications,-0.00655801816763
Australia-Financial Intermediation,-0.0470192167537
Australia-Real Estate Activities,-0.0764687692753
Australia-Renting of M&Eq and Other Business Activities,-0.0317888661262
Australia-Public Admin and Defence; Compulsory Social Security,-0.0263689032361
Australia-Education,-0.0165519542843
Australia-Health and Social Work,-0.0372193639495
"Australia-Other Community, Social and Personal Services",-0.0167179280391
Australia-Private Households with Employed Persons,-0.000952547099894
"Austria-Agriculture, Hunting, Forestry and Fishing",0.000390768961881
Austria-Mining and Quarrying,0.00048977732133
"Austria-Food, Beverages and Tobacco",0.00964684995272
Austria-Textiles and Textile Products,0.0049796851649
"Austria-Leather, Leather and Footwear",0.000924518316948
Austria-Wood and Products of Wood and Cork,0.00505946830209
"Austria-Pulp, Paper, Paper , Printing and Publishing",0.00862312093671
"Austria-Coke, Refined Petroleum and Nuclear Fuel",0.012787907442
Austria-Chemicals and Chemical Products,0.0186035393841
Austria-Rubber and Plastics,0.00430970838968
Austria-Other Non-Metallic Mineral,0.00220705646083
Austria-Basic Metals and Fabricated Metal,0.0212023587211
"Austria-Machinery, Nec",0.0263058273027
Austria-Electrical and Optical Equipment,0.0199643682956
Austria-Transport Equipment,0.0145202851752
"Austria-Manufacturing, Nec; Recycling",0.00629303367672
"Austria-Electricity, Gas and Water Supply",0.00432521069393
Austria-Construction,-0.00735839803282
"Austria-Sale, Maintenance and Repair of Motor Vehicles and Motorcycles; Retail Sale of Fuel",-0.00277647518303
"Austria-Wholesale Trade and Commission Trade, Except of Motor Vehicles and Motorcycles",-0.00822180676135
"Austria-Retail Trade, Except of Motor Vehicles and Motorcycles; Repair of Household Goods",-0.0119872778239
Austria-Hotels and Restaurants,-0.00750568247441
Austria-Inland Transport,0.000939335997048
Austria-Water Transport,-0.000886055639739
Austria-Air Transport,0.00184904561548
Austria-Other Supporting and Auxiliary Transport Activities; Activities of Travel Agencies,0.000990210262949
Austria-Post and Telecommunications,0.00233139848429
Austria-Financial Intermediation,-0.00490482368738
Austria-Real Estate Activities,-0.0328305322337
Austria-Renting of M&Eq and Other Business Activities,0.00476206934549
Austria-Public Admin and Defence; Compulsory Social Security,-0.0217003065286
Austria-Education,-0.0188678647366
Austria-Health and Social Work,-0.0188520490735
"Austria-Other Community, Social and Personal Services",-0.0107107347478
Austria-Private Households with Employed Persons,-0.00104912280179
"Belgium-Agriculture, Hunting, Forestry and Fishing",0.00506466154704
Belgium-Mining and Quarrying,0.00113021022066
"Belgium-Food, Beverages and Tobacco",0.0371460820099
Belgium-Textiles and Textile Products,0.0105818396531
"Belgium-Leather, Leather and Footwear",-0.000248769149295
Belgium-Wood and Products of Wood and Cork,0.00258867934013
"Belgium-Pulp, Paper, Paper , Printing and Publishing",0.00629146681458
"Belgium-Coke, Refined Petroleum and Nuclear Fuel",0.0342947017351
Belgium-Chemicals and Chemical Products,0.0570028462568
Belgium-Rubber and Plastics,0.00783095436248
Belgium-Other Non-Metallic Mineral,0.00896608906359
Belgium-Basic Metals and Fabricated Metal,0.0273778676355
"Belgium-Machinery, Nec",0.0175500204922
Belgium-Electrical and Optical Equipment,0.0133800587901
Belgium-Transport Equipment,0.0303045330303
"Belgium-Manufacturing, Nec; Recycling",0.00696862617561
