,Kemeny_Change_PCT
"Australia-Agriculture, Hunting, Forestry and Fishing",0.168080273165
Australia-Mining and Quarrying,0.18544826965
"Australia-Food, Beverages and Tobacco",0.145653162926
Australia-Textiles and Textile Products,0.132474830318
"Australia-Leather, Leather and Footwear",0.126677408969
Australia-Wood and Products of Wood and Cork,0.124348587607
"Australia-Pulp, Paper, Paper , Printing and Publishing",0.12604894534
"Australia-Coke, Refined Petroleum and Nuclear Fuel",0.131856002349
Australia-Chemicals and Chemical Products,0.133973690037
Australia-Rubber and Plastics,0.126657103976
Australia-Other Non-Metallic Mineral,0.121363973414
Australia-Basic Metals and Fabricated Metal,0.144977359155
"Australia-Machinery, Nec",0.132337108822
Australia-Electrical and Optical Equipment,0.135251232415
Australia-Transport Equipment,0.130924934119
"Australia-Manufacturing, Nec; Recycling",0.125794573134
"Australia-Electricity, Gas and Water Supply",0.114809030324
Australia-Construction,0.0755737220056
"Australia-Sale, Maintenance and Repair of Motor Vehicles and Motorcycles; Retail Sale of Fuel",0.119375395355
"Australia-Wholesale Trade and Commission Trade, Except of Motor Vehicles and Motorcycles",0.0941003636149
"Australia-Retail Trade, Except of Motor Vehicles and Motorcycles; Repair of Household Goods",0.097480608973
Australia-Hotels and Restaurants,0.127290988421
Australia-Inland Transport,0.114710250034
Australia-Water Transport,0.125471562353
Australia-Air Transport,0.131943649382
Australia-Other Supporting and Auxiliary Transport Activities; Activities of Travel Agencies,0.121750963966
Australia-Post and Telecommunications,0.117676662146
Australia-Financial Intermediation,0.0961783500126
Australia-Real Estate Activities,0.0582697987124
Australia-Renting of M&Eq and Other Business Activities,0.103684414647
Australia-Public Admin and Defence; Compulsory Social Security,0.100153604626
Australia-Education,0.114872873559
Australia-Health and Social Work,0.0970911053712
"Australia-Other Community, Social and Personal Services",0.110041449699
Australia-Private Households with Employed Persons,0.124846215223
"Austria-Agriculture, Hunting, Forestry and Fishing",0.124659729129
Austria-Mining and Quarrying,0.124947018866
"Austria-Food, Beverages and Tobacco",0.127515550609
Austria-Textiles and Textile Products,0.13541140553
"Austria-Leather, Leather and Footwear",0.128113829284
Austria-Wood and Products of Wood and Cork,0.12941934017
"Austria-Pulp, Paper, Paper , Printing and Publishing",0.141548219824
"Austria-Coke, Refined Petroleum and Nuclear Fuel",0.134228703944
Austria-Chemicals and Chemical Products,0.14546499457
Austria-Rubber and Plastics,0.133642938183
Austria-Other Non-Metallic Mineral,0.130217173025
Austria-Basic Metals and Fabricated Metal,0.147986636052
"Austria-Machinery, Nec",0.159689025075
Austria-Electrical and Optical Equipment,0.159257035886
Austria-Transport Equipment,0.145606185839
"Austria-Manufacturing, Nec; Recycling",0.129984568228
"Austria-Electricity, Gas and Water Supply",0.125915283247
Austria-Construction,0.121193856897
"Austria-Sale, Maintenance and Repair of Motor Vehicles and Motorcycles; Retail Sale of Fuel",0.122578209431
"Austria-Wholesale Trade and Commission Trade, Except of Motor Vehicles and Motorcycles",0.117277674321
"Austria-Retail Trade, Except of Motor Vehicles and Motorcycles; Repair of Household Goods",0.112634361286
Austria-Hotels and Restaurants,0.108326338874
Austria-Inland Transport,0.128018807186
Austria-Water Transport,0.125002051568
Austria-Air Transport,0.124853975343
Austria-Other Supporting and Auxiliary Transport Activities; Activities of Travel Agencies,0.132149899749
Austria-Post and Telecommunications,0.124207474363
Austria-Financial Intermediation,0.125999169204
Austria-Real Estate Activities,0.096750584856
Austria-Renting of M&Eq and Other Business Activities,0.143250091679
Austria-Public Admin and Defence; Compulsory Social Security,0.10076683672
Austria-Education,0.10522505656
Austria-Health and Social Work,0.108573316258
"Austria-Other Community, Social and Personal Services",0.117026271346
Austria-Private Households with Employed Persons,0.12473206292
"Belgium-Agriculture, Hunting, Forestry and Fishing",0.130021934505
Belgium-Mining and Quarrying,0.133022894255
